"";"ï..Participant_Order";"MC_Order";"Participant_Code";"Authorise_Fotos";"W_Language";"Age";"Height";"Sho_wid";"Sex";"Nationality";"N_Language";"HCLE";"Tech";"Tech_t";"ERR";"RN_Type";"condition";"measurement"
"3020";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"D.Pleg.Norm";"0.63067239"
"3021";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"D.Pleg.Norm";"1.18979092"
"3022";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"D.Pleg.Norm";"-0.906903568"
"3023";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"D.Pleg.Norm";"0.351113125"
"3024";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"D.Pleg.Norm";"2.447807612"
"3025";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"D.Pleg.Norm";"2.203193255"
"3026";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"D.Pleg.Norm";"-0.802068844"
"3027";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"D.Pleg.Norm";"-0.906903568"
"3028";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"D.Pleg.Norm";"-0.033280865"
"3029";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"D.Pleg.Norm";"-0.487564671"
"3030";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"D.Pleg.Norm";"-0.906903568"
"3031";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"D.Pleg.Norm";"0.490892757"
"3032";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"D.Pleg.Norm";"0.001664043"
"3033";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"D.Pleg.Norm";"0.211333492"
"3034";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.Pleg.Norm";"-0.802068844"
"3035";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"D.Pleg.Norm";"-0.87195866"
"3036";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"D.Pleg.Norm";"0.840341838"
"3037";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"D.Pleg.Norm";"-0.906903568"
"3038";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"D.Pleg.Norm";"-0.906903568"
"3039";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"D.Pleg.Norm";"-0.906903568"
"3040";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"D.Pleg.Norm";"0.071553859"
"3041";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.1";"5"
"3042";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"D.G.V.1";"5"
"3043";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"D.G.V.1";"4"
"3044";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"D.G.V.1";"3"
"3045";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"D.G.V.1";"5"
"3046";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"D.G.V.1";"4"
"3047";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"D.G.V.1";"4"
"3048";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"D.G.V.1";"4"
"3049";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"D.G.V.1";"4"
"3050";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.1";"4"
"3051";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"D.G.V.1";"5"
"3052";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.1";"5"
"3053";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"D.G.V.1";"4"
"3054";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"D.G.V.1";"5"
"3055";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"D.G.V.1";"5"
"3056";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"D.G.V.1";"3"
"3057";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"D.G.V.1";"5"
"3058";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"D.G.V.1";"2"
"3059";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"D.G.V.1";"5"
"3060";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"D.G.V.1";"5"
"3061";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"D.G.V.1";"2"
"3062";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"D.G.V.1";"2"
"3063";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"D.G.V.1";"2"
"3064";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"D.G.V.1";"5"
"3065";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"D.G.V.1";"5"
"3066";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"D.G.V.1";"2"
"3067";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"D.G.V.1";"2"
"3068";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"D.G.V.1";"5"
"3069";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"D.G.V.1";"2"
"3070";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"D.G.V.1";NA
"3071";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"D.G.V.1";"3"
"3072";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"D.G.V.1";"3"
"3073";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"D.G.V.1";"2"
"3074";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.1";"1"
"3075";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"D.G.V.1";"2"
"3076";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"D.G.V.1";"3"
"3077";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"D.G.V.1";"4"
"3078";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"D.G.V.1";"2"
"3079";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"D.G.V.1";NA
"3080";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"D.G.V.1";"4"
"3081";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.2";"5"
"3082";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"D.G.V.2";"5"
"3083";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"D.G.V.2";"4"
"3084";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"D.G.V.2";"3"
"3085";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"D.G.V.2";"5"
"3086";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"D.G.V.2";"4"
"3087";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"D.G.V.2";"4"
"3088";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"D.G.V.2";"4"
"3089";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"D.G.V.2";"3"
"3090";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.2";"3"
"3091";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"D.G.V.2";"5"
"3092";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.2";"4"
"3093";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"D.G.V.2";"4"
"3094";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"D.G.V.2";"5"
"3095";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"D.G.V.2";"5"
"3096";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"D.G.V.2";"2"
"3097";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"D.G.V.2";"5"
"3098";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"D.G.V.2";"2"
"3099";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"D.G.V.2";"4"
"3100";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"D.G.V.2";"5"
"3101";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"D.G.V.2";"2"
"3102";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"D.G.V.2";"3"
"3103";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"D.G.V.2";"2"
"3104";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"D.G.V.2";"5"
"3105";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"D.G.V.2";"5"
"3106";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"D.G.V.2";"2"
"3107";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"D.G.V.2";"1"
"3108";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"D.G.V.2";"5"
"3109";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"D.G.V.2";"3"
"3110";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"D.G.V.2";NA
"3111";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"D.G.V.2";"4"
"3112";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"D.G.V.2";"3"
"3113";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"D.G.V.2";"3"
"3114";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.2";"2"
"3115";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"D.G.V.2";"3"
"3116";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"D.G.V.2";"2"
"3117";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"D.G.V.2";"2"
"3118";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"D.G.V.2";"1"
"3119";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"D.G.V.2";NA
"3120";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"D.G.V.2";"3"
"3121";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.3";"3"
"3122";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"D.G.V.3";"1"
"3123";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"D.G.V.3";"4"
"3124";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"D.G.V.3";"3"
"3125";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"D.G.V.3";"4"
"3126";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"D.G.V.3";"3"
"3127";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"D.G.V.3";"2"
"3128";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"D.G.V.3";"2"
"3129";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"D.G.V.3";"2"
"3130";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.3";"2"
"3131";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"D.G.V.3";"1"
"3132";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.V.3";"2"
"3133";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"D.G.V.3";"4"
"3134";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"D.G.V.3";"3"
"3135";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"D.G.V.3";"4"
"3136";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"D.G.V.3";"2"
"3137";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"D.G.V.3";"3"
"3138";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"D.G.V.3";"3"
"3139";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"D.G.V.3";"4"
"3140";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"D.G.V.3";"2"
"3141";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"D.G.V.3";"1"
"3142";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"D.G.V.3";"3"
"3143";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"D.G.V.3";"1"
"3144";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"D.G.V.3";"2"
"3145";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"D.G.V.3";"3"
"3146";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"D.G.V.3";"1"
"3147";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"D.G.V.3";"1"
"3148";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"D.G.V.3";"3"
"3149";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"D.G.V.3";"3"
"3150";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"D.G.V.3";NA
"3151";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"D.G.V.3";"2"
"3152";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"D.G.V.3";"3"
"3153";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"D.G.V.3";"2"
"3154";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.G.V.3";"2"
"3155";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"D.G.V.3";"1"
"3156";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"D.G.V.3";"2"
"3157";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"D.G.V.3";"3"
"3158";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"D.G.V.3";"1"
"3159";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"D.G.V.3";NA
"3160";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"D.G.V.3";"2"
"3161";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"D.Comfort";"5"
"3162";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"D.Comfort";"5"
"3163";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"D.Comfort";"4"
"3164";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"D.Comfort";"2"
"3165";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"D.Comfort";"4"
"3166";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"D.Comfort";"4"
"3167";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"D.Comfort";"5"
"3168";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"D.Comfort";"4"
"3169";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"D.Comfort";"2"
"3170";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.Comfort";"4"
"3171";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"D.Comfort";"5"
"3172";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"D.Comfort";"3"
"3173";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"D.Comfort";"4"
"3174";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"D.Comfort";"4"
"3175";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"D.Comfort";"4"
"3176";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"D.Comfort";"3"
"3177";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"D.Comfort";"5"
"3178";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"D.Comfort";"4"
"3179";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"D.Comfort";"4"
"3180";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"D.Comfort";"4"
"3181";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"D.Comfort";"4"
"3182";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"D.Comfort";"3"
"3183";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"D.Comfort";"2"
"3184";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"D.Comfort";"5"
"3185";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"D.Comfort";"5"
"3186";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"D.Comfort";"3"
"3187";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"D.Comfort";"1"
"3188";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"D.Comfort";"3"
"3189";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"D.Comfort";"2"
"3190";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"D.Comfort";NA
"3191";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"D.Comfort";"4"
"3192";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"D.Comfort";"3"
"3193";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"D.Comfort";"3"
"3194";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"D.Comfort";"2"
"3195";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"D.Comfort";"1"
"3196";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"D.Comfort";"3"
"3197";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"D.Comfort";"2"
"3198";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"D.Comfort";"2"
"3199";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"D.Comfort";NA
"3200";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"D.Comfort";"3"
"3201";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"D.G.III.1";"5"
"3202";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"D.G.III.1";"5"
"3203";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"D.G.III.1";"4"
"3204";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"D.G.III.1";"2"
"3205";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"D.G.III.1";"2"
"3206";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"D.G.III.1";"4"
"3207";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"D.G.III.1";"4"
"3208";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"D.G.III.1";"4"
